study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA273359	SAMN03290890	SRS824589	SRX849787	SRR1768831	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768831/SRR1768831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768831/SRR1768831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768831/SRR1768831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768831/SRR1768831_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768831	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768831		
PRJNA273359	SAMN03290890	SRS824589	SRX849787	SRR1768832	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768832/SRR1768832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768832/SRR1768832_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768832/SRR1768832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768832/SRR1768832_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768832	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768832		
PRJNA273359	SAMN03290908	SRS824590	SRX849788	SRR1768833	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768833/SRR1768833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768833/SRR1768833_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768833/SRR1768833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768833/SRR1768833_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768833	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768833		
PRJNA273359	SAMN03290908	SRS824590	SRX849788	SRR1768834	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768834/SRR1768834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768834/SRR1768834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768834/SRR1768834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768834/SRR1768834_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768834	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768834		
PRJNA273359	SAMN03290908	SRS824590	SRX849788	SRR1768835	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768835/SRR1768835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768835/SRR1768835_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768835/SRR1768835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768835/SRR1768835_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768835	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768835		
PRJNA273359	SAMN03290909	SRS824591	SRX849789	SRR1768836	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768836/SRR1768836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768836/SRR1768836_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768836/SRR1768836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768836/SRR1768836_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768836	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768836		
PRJNA273359	SAMN03290909	SRS824591	SRX849789	SRR1768837	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768837/SRR1768837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768837/SRR1768837_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768837/SRR1768837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768837/SRR1768837_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768837	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768837		
PRJNA273359	SAMN03290920	SRS824592	SRX849790	SRR1768838	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768838/SRR1768838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768838/SRR1768838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768838/SRR1768838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768838/SRR1768838_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768838	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768838		
PRJNA273359	SAMN03290920	SRS824592	SRX849790	SRR1768839	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768839/SRR1768839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768839/SRR1768839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768839/SRR1768839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768839/SRR1768839_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768839	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768839		
PRJNA273359	SAMN03290894	SRS824593	SRX849791	SRR1768840	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768840/SRR1768840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768840/SRR1768840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768840/SRR1768840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768840/SRR1768840_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768840	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768840		
PRJNA273359	SAMN03290894	SRS824593	SRX849791	SRR1768841	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768841/SRR1768841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768841/SRR1768841_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768841/SRR1768841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768841/SRR1768841_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768841	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768841		
PRJNA273359	SAMN03290911	SRS824594	SRX849792	SRR1768842	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768842/SRR1768842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768842/SRR1768842_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768842/SRR1768842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768842/SRR1768842_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768842	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768842		
PRJNA273359	SAMN03290911	SRS824594	SRX849792	SRR1768843	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768843/SRR1768843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768843/SRR1768843_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768843/SRR1768843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768843/SRR1768843_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768843	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768843		
PRJNA273359	SAMN03290910	SRS824595	SRX849793	SRR1768844	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768844/SRR1768844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768844/SRR1768844_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768844/SRR1768844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768844/SRR1768844_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768844	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768844		
PRJNA273359	SAMN03290910	SRS824595	SRX849793	SRR1768845	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768845/SRR1768845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768845/SRR1768845_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768845/SRR1768845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768845/SRR1768845_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768845	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768845		
PRJNA273359	SAMN03290922	SRS824596	SRX849794	SRR1768846	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768846/SRR1768846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768846/SRR1768846_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768846/SRR1768846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768846/SRR1768846_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768846	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768846		
PRJNA273359	SAMN03290922	SRS824596	SRX849794	SRR1768847	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768847/SRR1768847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768847/SRR1768847_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768847/SRR1768847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768847/SRR1768847_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768847	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768847		
PRJNA273359	SAMN03290915	SRS824597	SRX849795	SRR1768848	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768848/SRR1768848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768848/SRR1768848_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768848/SRR1768848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768848/SRR1768848_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768848	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/008/SRR1768848		
PRJNA273359	SAMN03290915	SRS824597	SRX849795	SRR1768849	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768849/SRR1768849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768849/SRR1768849_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768849/SRR1768849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768849/SRR1768849_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768849	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/009/SRR1768849		
PRJNA273359	SAMN03290888	SRS824598	SRX849796	SRR1768850	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768850/SRR1768850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768850/SRR1768850_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768850/SRR1768850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768850/SRR1768850_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768850	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/000/SRR1768850		
PRJNA273359	SAMN03290888	SRS824598	SRX849796	SRR1768851	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768851/SRR1768851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768851/SRR1768851_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768851/SRR1768851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768851/SRR1768851_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768851	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/001/SRR1768851		
PRJNA273359	SAMN03290906	SRS824599	SRX849797	SRR1768852	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768852/SRR1768852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768852/SRR1768852_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768852/SRR1768852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768852/SRR1768852_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768852	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/002/SRR1768852		
PRJNA273359	SAMN03290906	SRS824599	SRX849797	SRR1768853	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768853/SRR1768853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768853/SRR1768853_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768853/SRR1768853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768853/SRR1768853_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768853	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/003/SRR1768853		
PRJNA273359	SAMN03290906	SRS824599	SRX849797	SRR1768854	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768854/SRR1768854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768854/SRR1768854_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768854/SRR1768854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768854/SRR1768854_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768854	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/004/SRR1768854		
PRJNA273359	SAMN03290921	SRS824600	SRX849798	SRR1768855	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768855/SRR1768855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768855/SRR1768855_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768855/SRR1768855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768855/SRR1768855_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768855	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/005/SRR1768855		
PRJNA273359	SAMN03290921	SRS824600	SRX849798	SRR1768856	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768856/SRR1768856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768856/SRR1768856_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768856/SRR1768856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768856/SRR1768856_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768856	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/006/SRR1768856		
PRJNA273359	SAMN03290921	SRS824600	SRX849798	SRR1768857	9606	Homo sapiens	Illumina HiSeq 2000	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768857/SRR1768857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768857/SRR1768857_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768857/SRR1768857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768857/SRR1768857_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768857	ftp.sra.ebi.ac.uk/vol1/srr/SRR176/007/SRR1768857		
